checkpoint,double_formula_seconds,microbatch_count,microbatch_size,peak_memory_bytes_for_checkpoint_m,raw_formula_seconds,repetition,seed,shared_gradient_seconds,total_sample_budget,u_formula_seconds
step-000000,0.00033692363649606705,4,1,1696646656,0.0001714928075671196,173,41407,0.19717665668576956,4,0.0002597132697701454
step-000000,0.00033774692565202713,4,1,1696646656,0.00017021410167217255,174,41408,0.19863188359886408,4,0.0002581188455224037
step-000000,0.0003396226093173027,4,1,1696646656,0.00017133168876171112,175,41409,0.1983188847079873,4,0.00025960057973861694
step-000000,0.000338003970682621,4,1,1696646656,0.00016955379396677017,176,41410,0.19672383461147547,4,0.0002583330497145653
step-000000,0.000341794453561306,4,1,1696646656,0.0001684185117483139,177,41411,0.19671147782355547,4,0.00025960151106119156
step-000000,0.00033900514245033264,4,1,1696646656,0.00017013773322105408,178,41412,0.19638978876173496,4,0.00025958940386772156
step-000000,0.0003393888473510742,4,1,1696646656,0.00016937218606472015,179,41413,0.19646031036973,4,0.00025829579681158066
step-000000,0.00033738743513822556,4,1,1696646656,0.0001710355281829834,180,41414,0.1984399426728487,4,0.00025804247707128525
step-000000,0.0003395248204469681,4,1,1696646656,0.00017094239592552185,181,41415,0.19825311563909054,4,0.00026642531156539917
step-000000,0.00034111738204956055,4,1,1696646656,0.00017078034579753876,182,41416,0.1985731991007924,4,0.000257701613008976
step-000000,0.00033943820744752884,4,1,1696646656,0.00017909333109855652,183,41417,0.19717965554445982,4,0.0002583106979727745
step-000000,0.0003363434225320816,4,1,1696646656,0.000169266015291214,184,41418,0.1982405111193657,4,0.00025902315974235535
step-000000,0.0003366321325302124,4,1,1696646656,0.00017069559544324875,185,41419,0.198516889475286,4,0.00025817472487688065
step-000000,0.00033664703369140625,4,1,1696646656,0.00016960874199867249,186,41420,0.19997076224535704,4,0.0002595121040940285
step-000000,0.00034078024327754974,4,1,1696646656,0.00016874074935913086,187,41421,0.19817210733890533,4,0.00025951769202947617
step-000000,0.0003372086212038994,4,1,1696646656,0.0001704515889286995,188,41422,0.20043947268277407,4,0.0002605719491839409
step-000000,0.0003368230536580086,4,1,1696646656,0.00016981083899736404,189,41423,0.19891747925430536,4,0.0002570757642388344
step-000000,0.0003376174718141556,4,1,1696646656,0.00016991514712572098,190,41424,0.19857151061296463,4,0.00025977659970521927
step-000000,0.0003378121182322502,4,1,1696646656,0.0001693693920969963,191,41425,0.19872227776795626,4,0.0002617323771119118
step-000000,0.0003385869786143303,4,1,1696646656,0.0001819804310798645,192,41426,0.198123537003994,4,0.0002580508589744568
step-000000,0.0003413725644350052,4,1,1696646656,0.00017547328025102615,193,41427,0.20023546740412712,4,0.00025833770632743835
step-000000,0.00033829081803560257,4,1,1696646656,0.00017072167247533798,194,41428,0.1990289632230997,4,0.0002590855583548546
step-000000,0.00033686496317386627,4,1,1696646656,0.00017131585627794266,195,41429,0.19890871923416853,4,0.00025654491037130356
step-000000,0.0003366908058524132,4,1,1696646656,0.0001711556687951088,196,41430,0.19852526765316725,4,0.00025978684425354004
step-000000,0.00033720023930072784,4,1,1696646656,0.00016864482313394547,197,41431,0.19893041346222162,4,0.0002583330497145653
step-000000,0.0003381185233592987,4,1,1696646656,0.00017201341688632965,198,41432,0.1973982872441411,4,0.00025837868452072144
step-000000,0.000337955541908741,4,1,1696646656,0.00017171353101730347,199,41433,0.19693547952920198,4,0.00026111025363206863
step-000000,0.000326693058013916,8,1,1698760192,0.00017146579921245575,0,81234,0.2970730410888791,8,0.0002489658072590828
step-000000,0.0003251638263463974,8,1,1698760192,0.00015885848551988602,1,81235,0.26995179150253534,8,0.0002463432028889656
step-000000,0.00032730400562286377,8,1,1698760192,0.0001592300832271576,2,81236,0.27031474746763706,8,0.0002511320635676384
step-000000,0.0003299005329608917,8,1,1698760192,0.00016478169709444046,3,81237,0.29055636562407017,8,0.0002517877146601677
